Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
v-3-11-11,org.apache.cassandra.transport,SchemaChange,SchemaChange,Long Statement,The length of the statement "if (target != Target.KEYSPACE) assert this.name != null : "Table` type` function or aggregate name should be set for non-keyspace schema change events";" is 152.,248
v-3-11-11,org.apache.cassandra.transport,SchemaChange,deserializeEvent,Long Statement,The length of the statement "return new SchemaChange(change`table.isEmpty() ? Target.KEYSPACE : Target.TABLE`keyspace`table.isEmpty() ? null : table);" is 121.,271
v-3-11-11,org.apache.cassandra.transport,SchemaChange,eventSerializedSize,Long Statement,The length of the statement "if (version.isGreaterOrEqualTo(ProtocolVersion.V4)) return CBUtil.sizeOfEnumValue(change) + CBUtil.sizeOfEnumValue(target) + CBUtil.sizeOfString(keyspace)+ CBUtil.sizeOfString(name)+ CBUtil.sizeOfStringList(argTypes);" is 217.,345
v-3-11-11,org.apache.cassandra.transport,SchemaChange,eventSerializedSize,Long Statement,The length of the statement "if (version.isGreaterOrEqualTo(ProtocolVersion.V3)) return CBUtil.sizeOfEnumValue(Change.UPDATED) + CBUtil.sizeOfEnumValue(Target.KEYSPACE) + CBUtil.sizeOfString(keyspace);" is 172.,345
v-3-11-11,org.apache.cassandra.transport,SchemaChange,eventSerializedSize,Long Statement,The length of the statement "return CBUtil.sizeOfEnumValue(change) + CBUtil.sizeOfString(keyspace) + CBUtil.sizeOfString(target == Target.KEYSPACE ? "" : name);" is 131.,345
v-3-11-11,org.apache.cassandra.transport,SchemaChange,equals,Long Statement,The length of the statement "return Objects.equal(change`scc.change) && Objects.equal(target`scc.target) && Objects.equal(keyspace`scc.keyspace)&& Objects.equal(name`scc.name)&& Objects.equal(argTypes`scc.argTypes);" is 186.,417
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Long Statement,The length of the statement "if (!Snappy.isValidCompressedBuffer(input`0`input.length)) throw new ProtocolException("Provided frame does not appear to be Snappy compressed");" is 145.,92
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,compress,Magic Number,The method contains a magic number: 24,144
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,compress,Magic Number,The method contains a magic number: 16,144
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,compress,Magic Number,The method contains a magic number: 2,144
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,compress,Magic Number,The method contains a magic number: 8,144
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,compress,Magic Number,The method contains a magic number: 3,144
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Long Statement,The length of the statement "int uncompressedLength=((input[0] & 0xFF) << 24) | ((input[1] & 0xFF) << 16) | ((input[2] & 0xFF) << 8)| ((input[3] & 0xFF));" is 125.,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 24,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 16,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 2,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 8,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 3,178
v-3-11-11,org.apache.cassandra.transport,FrameCompressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,SnappyCompressor,decompress,Long Statement,The length of the statement "if (!Snappy.isValidCompressedBuffer(input`0`input.length)) throw new ProtocolException("Provided frame does not appear to be Snappy compressed");" is 145.,92
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,compress,Magic Number,The method contains a magic number: 24,144
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,compress,Magic Number,The method contains a magic number: 16,144
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,compress,Magic Number,The method contains a magic number: 2,144
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,compress,Magic Number,The method contains a magic number: 8,144
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,compress,Magic Number,The method contains a magic number: 3,144
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Long Statement,The length of the statement "int uncompressedLength=((input[0] & 0xFF) << 24) | ((input[1] & 0xFF) << 16) | ((input[2] & 0xFF) << 8)| ((input[3] & 0xFF));" is 125.,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 24,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 16,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 2,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 8,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 3,178
v-3-11-11,org.apache.cassandra.transport,LZ4Compressor,decompress,Magic Number,The method contains a magic number: 0xFF,178
v-3-11-11,org.apache.cassandra.transport,Server,start,Long Statement,The length of the statement "ServerBootstrap bootstrap=new ServerBootstrap().channel(useEpoll ? EpollServerSocketChannel.class : NioServerSocketChannel.class).childOption(ChannelOption.TCP_NODELAY`true).childOption(ChannelOption.SO_LINGER`0).childOption(ChannelOption.SO_KEEPALIVE`DatabaseDescriptor.getRpcKeepAlive()).childOption(ChannelOption.ALLOCATOR`CBUtil.allocator).childOption(ChannelOption.WRITE_BUFFER_HIGH_WATER_MARK`32 * 1024).childOption(ChannelOption.WRITE_BUFFER_LOW_WATER_MARK`8 * 1024);" is 474.,120
v-3-11-11,org.apache.cassandra.transport,Server,start,Long Statement,The length of the statement "if (!bindFuture.awaitUninterruptibly().isSuccess()) throw new IllegalStateException(String.format("Failed to bind port %d on %s."`socket.getPort()`socket.getAddress().getHostAddress()));" is 186.,120
v-3-11-11,org.apache.cassandra.transport,Server,start,Magic Number,The method contains a magic number: 32,120
v-3-11-11,org.apache.cassandra.transport,Server,start,Magic Number,The method contains a magic number: 1024,120
v-3-11-11,org.apache.cassandra.transport,Server,start,Magic Number,The method contains a magic number: 8,120
v-3-11-11,org.apache.cassandra.transport,Server,start,Magic Number,The method contains a magic number: 1024,120
v-3-11-11,org.apache.cassandra.transport,Server,ConnectionTracker,Long Statement,The length of the statement "for ( Event.Type type : Event.Type.values()) groups.put(type`new DefaultChannelGroup(type.toString()`GlobalEventExecutor.INSTANCE));" is 132.,259
v-3-11-11,org.apache.cassandra.transport,Server,get,Long Identifier,The length of the field requestPayloadInFlightPerEndpoint is 33.,315
v-3-11-11,org.apache.cassandra.transport,Server,release,Long Identifier,The length of the field requestPayloadInFlightPerEndpoint is 33.,332
v-3-11-11,org.apache.cassandra.transport,Server,initChannel,Long Statement,The length of the statement "if (DatabaseDescriptor.getNativeTransportMaxConcurrentConnections() > 0 || DatabaseDescriptor.getNativeTransportMaxConcurrentConnectionsPerIp() > 0) {" is 150.,356
v-3-11-11,org.apache.cassandra.transport,Server,initChannel,Long Statement,The length of the statement "pipeline.addLast("executor"`new Message.Dispatcher(DatabaseDescriptor.useNativeTransportLegacyFlusher()`EndpointPayloadTracker.get(((InetSocketAddress)channel.remoteAddress()).getAddress())));" is 192.,356
v-3-11-11,org.apache.cassandra.transport,Server,initChannel,Long Statement,The length of the statement "@Override protected void decode( ChannelHandlerContext channelHandlerContext` ByteBuf byteBuf` List<Object> list) throws Exception {" is 132.,429
v-3-11-11,org.apache.cassandra.transport,Server,initChannel,Magic Number,The method contains a magic number: 5,429
v-3-11-11,org.apache.cassandra.transport,Server,decode,Magic Number,The method contains a magic number: 5,434
v-3-11-11,org.apache.cassandra.transport,Server,send,Long Statement,The length of the statement "if (!endpoint.equals(FBUtilities.getBroadcastAddress()) && event.nodeAddress().equals(FBUtilities.getBroadcastRpcAddress())) return;" is 132.,560
v-3-11-11,org.apache.cassandra.transport,Server,onJoinCluster,Long Identifier,The length of the field endpointsPendingJoinedNotification is 34.,582
v-3-11-11,org.apache.cassandra.transport,Server,onUp,Long Identifier,The length of the field endpointsPendingJoinedNotification is 34.,600
v-3-11-11,org.apache.cassandra.transport,Server,onCreateFunction,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.CREATED`Event.SchemaChange.Target.FUNCTION`ksName`functionName`AbstractType.asCQLTypeStringList(argTypes)));" is 162.,656
v-3-11-11,org.apache.cassandra.transport,Server,onCreateAggregate,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.CREATED`Event.SchemaChange.Target.AGGREGATE`ksName`aggregateName`AbstractType.asCQLTypeStringList(argTypes)));" is 164.,662
v-3-11-11,org.apache.cassandra.transport,Server,onUpdateFunction,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.UPDATED`Event.SchemaChange.Target.FUNCTION`ksName`functionName`AbstractType.asCQLTypeStringList(argTypes)));" is 162.,683
v-3-11-11,org.apache.cassandra.transport,Server,onUpdateAggregate,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.UPDATED`Event.SchemaChange.Target.AGGREGATE`ksName`aggregateName`AbstractType.asCQLTypeStringList(argTypes)));" is 164.,689
v-3-11-11,org.apache.cassandra.transport,Server,onDropFunction,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.DROPPED`Event.SchemaChange.Target.FUNCTION`ksName`functionName`AbstractType.asCQLTypeStringList(argTypes)));" is 162.,710
v-3-11-11,org.apache.cassandra.transport,Server,onDropAggregate,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.DROPPED`Event.SchemaChange.Target.AGGREGATE`ksName`aggregateName`AbstractType.asCQLTypeStringList(argTypes)));" is 164.,716
v-3-11-11,org.apache.cassandra.transport,ConnectionTracker,ConnectionTracker,Long Statement,The length of the statement "for ( Event.Type type : Event.Type.values()) groups.put(type`new DefaultChannelGroup(type.toString()`GlobalEventExecutor.INSTANCE));" is 132.,259
v-3-11-11,org.apache.cassandra.transport,EndpointPayloadTracker,get,Long Identifier,The length of the field requestPayloadInFlightPerEndpoint is 33.,315
v-3-11-11,org.apache.cassandra.transport,EndpointPayloadTracker,release,Long Identifier,The length of the field requestPayloadInFlightPerEndpoint is 33.,332
v-3-11-11,org.apache.cassandra.transport,Initializer,initChannel,Long Statement,The length of the statement "if (DatabaseDescriptor.getNativeTransportMaxConcurrentConnections() > 0 || DatabaseDescriptor.getNativeTransportMaxConcurrentConnectionsPerIp() > 0) {" is 150.,356
v-3-11-11,org.apache.cassandra.transport,Initializer,initChannel,Long Statement,The length of the statement "pipeline.addLast("executor"`new Message.Dispatcher(DatabaseDescriptor.useNativeTransportLegacyFlusher()`EndpointPayloadTracker.get(((InetSocketAddress)channel.remoteAddress()).getAddress())));" is 192.,356
v-3-11-11,org.apache.cassandra.transport,OptionalSecureInitializer,initChannel,Long Statement,The length of the statement "@Override protected void decode( ChannelHandlerContext channelHandlerContext` ByteBuf byteBuf` List<Object> list) throws Exception {" is 132.,429
v-3-11-11,org.apache.cassandra.transport,OptionalSecureInitializer,initChannel,Magic Number,The method contains a magic number: 5,429
v-3-11-11,org.apache.cassandra.transport,OptionalSecureInitializer,decode,Magic Number,The method contains a magic number: 5,434
v-3-11-11,org.apache.cassandra.transport,EventNotifier,send,Long Statement,The length of the statement "if (!endpoint.equals(FBUtilities.getBroadcastAddress()) && event.nodeAddress().equals(FBUtilities.getBroadcastRpcAddress())) return;" is 132.,560
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onJoinCluster,Long Identifier,The length of the field endpointsPendingJoinedNotification is 34.,582
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onUp,Long Identifier,The length of the field endpointsPendingJoinedNotification is 34.,600
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onCreateFunction,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.CREATED`Event.SchemaChange.Target.FUNCTION`ksName`functionName`AbstractType.asCQLTypeStringList(argTypes)));" is 162.,656
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onCreateAggregate,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.CREATED`Event.SchemaChange.Target.AGGREGATE`ksName`aggregateName`AbstractType.asCQLTypeStringList(argTypes)));" is 164.,662
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onUpdateFunction,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.UPDATED`Event.SchemaChange.Target.FUNCTION`ksName`functionName`AbstractType.asCQLTypeStringList(argTypes)));" is 162.,683
v-3-11-11,org.apache.cassandra.transport,EventNotifier,onUpdateAggregate,Long Statement,The length of the statement "send(new Event.SchemaChange(Event.SchemaChange.Change.UPDATED`Event.SchemaChange.Target.AGGREGATE`ksName`aggregateName`AbstractType.asCQLTypeStringList(argTypes)));" is 164.,689
